QuestionID	Question	DocumentID	DocumentTitle	SentenceID	Sentence	AnswerPhrase1	AnswerPhrase2	AnswerPhrase3
Q384	what can be powered by wind	D382	Wind power	D382-2	Wind power is the conversion of wind energy into a useful form of energy, such as using wind turbines to make electrical power , windmills for mechanical power, wind pumps for water pumping or drainage , or sails to propel ships.		using wind turbines to make electrical power , windmills for mechanical power, wind pumps for water pumping or drainage , or sails to propel ships	using wind turbines to make electrical power , windmills for mechanical power, wind pumps for water pumping or drainage , or sails to propel ships
Q385	how many nature oceans are on earth	D383	Ocean	D383-4	In the context of Earth , it refers to one or all of the major divisions of the planet's World Ocean – they are, in descending order of area, the Pacific , Atlantic , Indian , Southern (Antarctic) , and Arctic Oceans.		Pacific , Atlantic , Indian , Southern (Antarctic) , and Arctic Oceans	the Pacific , Atlantic , Indian , Southern (Antarctic) , and Arctic Oceans
Q388	what county is jacksonville florida in	D386	Jacksonville, Florida	D386-2	It is the county seat of Duval County , with which the city government consolidated in 1968.		Duval County	Duval County
Q389	what chili wants wiki	D387	What Chilli Wants	D387-0	What Chilli Wants is an American reality series on VH1 starring Chilli , one-third of the Grammy Award -winning R&B trio TLC .		What Chilli Wants is an American reality series on VH1 starring Chilli , one-third of the Grammy Award -winning R&B trio TLC	NO_ANS
Q391	what does a liquid oxygen plant look like	D389	Liquid oxygen	D389-0	The blue color of liquid oxygen in a dewar flask		NO_ANS	blue color
Q398	what division is boise state football	D396	Boise State Broncos football	D396-0	The Boise State Broncos football program represents Boise State University in college football and compete in the Football Bowl Subdivision (FBS) of Division I as a member of the Mountain West Conference .		Football Bowl Subdivision (FBS) of Division I	Division I
Q402	What does the term "mens rea" mean	D400	Mens rea	D400-0	Mens rea is Latin for "guilty mind".		guilty mind	guilty mind
Q406	what do UA's detect	D403	Drug test	D403-0	A drug test is a technical analysis of a biological specimen – for example urine, hair, blood, sweat, or oral fluid / saliva – to determine the presence or absence of specified parent drugs or their metabolites .		NO_ANS	determine the presence or absence of specified parent drugs or their metabolites
Q409	how much caffeine is in a shot of espresso	D406	Espresso	D406-4	Espresso has more caffeine per unit volume than most beverages, but the usual serving size is smaller—a typical 60 mL (2 US fluid ounce ) of espresso has 80 to 150 mg of caffeine, little less than the 95 to 200 mg of a standard 240 mL (8 US fluid ounces ) cup of drip-brewed coffee.		80 to 150 mg	80 to 150 mg of caffeine
Q414	What does Human sperm consist of?	D410	Semen	D410-3	In humans, seminal fluid contains several components besides spermatozoa: proteolytic and other enzymes as well as fructose are elements of seminal fluid which promote the survival of spermatozoa and provide a medium through which they can move or "swim".		spermatozoa: proteolytic and other enzymes as well as fructose	seminal fluid contains several components besides spermatozoa: proteolytic and other enzymes as well as fructose
Q416	how did the penguins acquire sidney crosby	D412	Sidney Crosby	D412-1	Crosby was drafted first overall by the Penguins out of the Quebec Major Junior Hockey League (QMJHL).		Crosby was drafted first overall by the Penguins out of the Quebec Major Junior Hockey League (QMJHL)	drafted
Q417	what does add my two cents mean	D413	My two cents	D413-1	"My two cents" (2¢) and its longer version "put my two cents in" is an United States (US) idiomatic expression, taken from the original English idiom expression: to put in "my two pennies worth" or "my tuppence worth."		to put in "my two pennies worth" or "my tuppence worth."	NO_ANS
Q420	how much total wealth in USA	D416	Wealth in the United States	D416-10	Including human capital such as skills, the United Nations estimated the total wealth of the United States in 2008 to be $118 trillion.		$118 trillion	in 2008 to be $118 trillion
Q429	what does a plus-minus sign mean	D424	Plus-minus sign	D424-1	to indicate the precision of an approximation , or		to indicate the precision of an approximation	indicate the precision of an approximation
Q429	what does a plus-minus sign mean	D424	Plus-minus sign	D424-2	to indicate a value that can be of either sign.		to indicate a value that can be of either sign	indicate a value that can be of either sign
Q433	how was the moon formed	D428	Moon	D428-12	The Moon is thought to have formed nearly 4.5 billion years ago, not long after the Earth.		NO_ANS	NO_ANS
Q433	how was the moon formed	D428	Moon	D428-13	Although there have been several hypotheses for its origin in the past, the current most widely accepted explanation is that the Moon formed from the debris left over after a giant impact between Earth and a Mars -sized body.		the debris left over after a giant impact between Earth and a Mars -sized body	the current most widely accepted explanation is that the Moon formed from the debris left over after a giant impact between Earth and a Mars -sized body
Q435	what did ronald reagan do as president	D430	Ronald Reagan	D430-9	As president, Reagan implemented sweeping new political and economic initiatives.		sweeping new political and economic initiatives	implemented sweeping new political and economic initiatives
Q439	what does judgment as a matter of law mean	D434	Judgment as a matter of law	D434-0	Judgment as a matter of law (JMOL) is a motion made by a party, during trial, claiming the opposing party has insufficient evidence to reasonably support its case.		a motion made by a party, during trial, claiming the opposing party has insufficient evidence to reasonably support its case	a motion made by a party, during trial, claiming the opposing party has insufficient evidence to reasonably support its case
Q441	how many presidents have been assassinated	D436	List of United States presidential assassination attempts and plots	D436-1	Four sitting presidents have been killed: Abraham Lincoln (the 16th President), James A. Garfield (the 20th President), William McKinley (the 25th President) and John F. Kennedy (the 35th President).		Abraham Lincoln (the 16th President), James A. Garfield (the 20th President), William McKinley (the 25th President) and John F. Kennedy (the 35th President)	Four sitting presidents have been killed
Q443	what does oklahoma produce	D438	Oklahoma	D438-5	A major producer of natural gas , oil , and agriculture, Oklahoma relies on an economic base of aviation, energy, telecommunications, and biotechnology .		natural gas , oil , and agriculture	producer of natural gas , oil , and agriculture
Q444	how many redwall books are there	D439	Redwall	D439-3	There have been twenty-two novels and two picture books published.		twenty-two novels and two picture books	twenty-two novels and two picture books
Q446	what date did the american civil war start	D359	American Civil War	D359-12	Hostilities began on April 12, 1861, when Confederate forces fired upon Fort Sumter , a key fort held by Union troops in South Carolina.		April 12, 1861	April 12, 1861
Q447	what does bruce jenner do	D441	Bruce Jenner	D441-0	William Bruce Jenner (born October 28, 1949) is a former U.S. track and field athlete , motivational speaker , socialite , television personality and businessman .		track and field athlete , motivational speaker , socialite , television personality and businessman	a former U.S. track and field athlete , motivational speaker , socialite , television personality and businessman
Q448	what does alkali do to liquids?	D442	Alkali	D442-1	Some authors also define an alkali as a base that dissolves in water .		a base that dissolves in water	a base that dissolves in water
Q450	what area code is 217	D444	Area code 217	D444-0	Area code 217 is the North American telephone area code for much of western and central Illinois .		much of western and central Illinois	area code for much of western and central Illinois
Q450	what area code is 217	D444	Area code 217	D444-1	The 217 area includes Illinois' capital , Springfield , plus Champaign , Urbana , Decatur , Danville , Quincy , and Rantoul .		Springfield , plus Champaign , Urbana , Decatur , Danville , Quincy , and Rantoul	The 217 area includes Illinois' capital , Springfield , plus Champaign , Urbana , Decatur , Danville , Quincy , and Rantoul
Q452	how jameson irish whiskey is made	D445	Jameson Irish Whiskey	D445-1	Jameson is similar in its adherence to the single distillery principle to the single malt tradition, but Jameson blends column still spirit with Single pot still whiskey , a combination of malted barley with unmalted or "green" barley distilled in a pot still.		Jameson is similar in its adherence to the single distillery principle to the single malt tradition, but Jameson blends column still spirit with Single pot still whiskey , a combination of malted barley with unmalted or "green" barley distilled in a pot still	Jameson is similar in its adherence to the single distillery principle to the single malt tradition, but Jameson blends column still spirit with Single pot still whiskey , a combination of malted barley with unmalted or "green" barley distilled in a pot still
Q462	what does gloria in excelsis deo mean	D455	Gloria in Excelsis Deo	D455-1	"Gloria in excelsis Deo" ( Latin for "Glory to God in the highest") is a hymn known also as the Greater Doxology (as distinguished from the "Minor Doxology" or Gloria Patri ) and the Angelic Hymn.		Greater Doxology (as distinguished from the "Minor Doxology" or Gloria Patri ) and the Angelic Hymn	Glory to God in the highest
Q463	how many grams in a troy ounce of gold	D456	Troy weight	D456-2	There are 12 troy ounces per troy pound, rather than the 16 ounces per pound found in the more common avoirdupois system .		12	NO_ANS
Q463	how many grams in a troy ounce of gold	D456	Troy weight	D456-3	The troy ounce is 480 grains, compared with the avoirdupois ounce, which is 4371⁄2 grains.		NO_ANS	NO_ANS
Q464	How many consecutive games did Ken Jennings win?	D457	Ken Jennings	D457-3	In 2004, Jennings won 74 Jeopardy!		74	74 Jeopardy
Q468	what county is jennings, la	D461	Jennings, Louisiana	D461-0	Jennings is a small city in and the parish seat of Jefferson Davis Parish , Louisiana , United States , near Lake Charles .		Jefferson Davis Parish	Jefferson Davis Parish
Q469	how does nanotechnology affect health	D462	Nanotechnology	D462-11	Nanotechnology may be able to create many new materials and devices with a vast range of applications , such as in medicine , electronics , biomaterials and energy production.		Nanotechnology may be able to create many new materials and devices with a vast range of applications , such as in medicine	NO_ANS
Q473	how much does united states spend on health care	D466	Health care in the United States	D466-8	According to the World Health Organization (WHO), the United States spent more on health care per capita ($7,146), and more on health care as percentage of its GDP (15.2%), than any other nation in 2008.		per capita ($7,146), and more on health care as percentage of its GDP (15.2%)	According to the World Health Organization (WHO), the United States spent more on health care per capita ($7,146), and more on health care as percentage of its GDP (15.2%), than any other nation in 2008
Q476	what does it take to start a lodge in freemason	D469	Masonic Lodge	D469-1	Every new Lodge must be warranted or chartered by a Grand Lodge, but is subject to its direction only in enforcing the published Constitution of the jurisdiction.		Every new Lodge must be warranted or chartered by a Grand Lodge, but is subject to its direction only in enforcing the published Constitution of the jurisdiction	Every new Lodge must be warranted or chartered by a Grand Lodge, but is subject to its direction only in enforcing the published Constitution of the jurisdiction
Q480	how does black pepper grow	D473	Black pepper	D473-0	Black pepper (Piper nigrum) is a flowering vine in the family Piperaceae , cultivated for its fruit , which is usually dried and used as a spice and seasoning .		Black pepper (Piper nigrum) is a flowering vine in the family Piperaceae , cultivated for its fruit , which is usually dried and used as a spice and seasoning	Black pepper (Piper nigrum) is a flowering vine in the family Piperaceae
Q482	how south african leaders are elected	D475	President of South Africa	D475-2	The President is elected by members of the National Assembly , the lower house of Parliament , and is usually the leader of the largest party, which has been the African National Congress since the first non-racial elections were held on 27 April 1994.		The President is elected by members of the National Assembly	The President is elected by members of the National Assembly , the lower house of Parliament , and is usually the leader of the largest party, which has been the African National Congress since the first non-racial elections were held on 27 April 1994
Q485	how was the phone invented	D478	Invention of the telephone	D478-1	The invention of the telephone is the culmination of work done by many individuals, the history of which involves a collection of claims and counterclaims.		culmination of work done by many individuals	The invention of the telephone is the culmination of work done by many individuals, the history of which involves a collection of claims and counterclaims
Q488	how many died in hiroshima and nagasaki	D481	Atomic bombings of Hiroshima and Nagasaki	D481-7	Within the first two to four months of the bombings, the acute effects killed 90,000–166,000 people in Hiroshima and 60,000–80,000 in Nagasaki, with roughly half of the deaths in each city occurring on the first day.		90,000–166,000 people in Hiroshima and 60,000–80,000 in Nagasaki	the acute effects killed 90,000–166,000 people in Hiroshima and 60,000–80,000 in Nagasaki
Q490	what county is Holly Ridge nc in?	D483	Holly Ridge, North Carolina	D483-0	Holly Ridge is a town in Onslow County , North Carolina , United States .		Onslow County	Onslow County
Q491	what forms seasons	D484	Season	D484-0	A season is a subdivision of the year , marked by changes in weather , ecology , and hours of daylight .		marked by changes in weather , ecology , and hours of daylight	a subdivision of the year
Q491	what forms seasons	D484	Season	D484-1	Seasons result from the yearly revolution of the Earth around the Sun and the tilt of the Earth's axis relative to the plane of revolution.		the yearly revolution of the Earth around the Sun and the tilt of the Earth's axis relative to the plane of revolution	NO_ANS
Q491	what forms seasons	D484	Season	D484-5	It is the tilt of the Earth that causes the Sun to be higher in the sky during the summer months which increases the solar flux .		the tilt of the Earth that causes the Sun to be higher in the sky during the summer months	NO_ANS
Q492	how did mohammed gandhi die	D485	Mahatma Gandhi	D485-16	He was assassinated on 30 January 1948 by Nathuram Godse who thought Gandhi was too sympathetic to India's Muslims.		assassinated on 30 January 1948 by Nathuram Godse	assassinated
Q495	how many users do twitter have	D488	Twitter	D488-2	The service rapidly gained worldwide popularity, with over 500 million registered users as of 2012, generating over 340 million tweets daily and handling over 1.6 billion search queries per day.		500 million	over 500 million registered users as of 2012
Q503	what kind of books does debbie macomber writes	D496	Debbie Macomber	D496-0	Debbie Macomber (born October 22, 1948 in Yakima, Washington ) is a best-selling American author of over 150 romance novels and contemporary women's fiction.		romance novels and contemporary women's fiction	romance novels
Q504	what county is catonsville md in	D497	Catonsville, Maryland	D497-0	Catonsville is a census-designated place (CDP) in Baltimore County , Maryland , United States.		Baltimore County	Baltimore County
Q509	what kind of literature did john steinbeck writing	D502	John Steinbeck	D502-2	As the author of twenty-seven books, including sixteen novels, six non-fiction books, and five collections of short stories, Steinbeck received the Nobel Prize for Literature in 1962.		sixteen novels, six non-fiction books, and five collections of short stories	As the author of twenty-seven books, including sixteen novels, six non-fiction books, and five collections of short stories, Steinbeck received the Nobel Prize for Literature in 1962
Q510	whatever happened clint walker	D503	Clint Walker	D503-0	Norman Eugene Walker, known as Clint Walker (born May 30, 1927), is a retired American actor .		actor	retired
Q512	what does the family leave act	D505	Family and Medical Leave Act of 1993	D505-0	The Family and Medical Leave Act of 1993 (FMLA) is a United States federal law requiring covered employers to provide employees job-protected and unpaid leave for qualified medical and family reasons.		requiring covered employers to provide employees job-protected and unpaid leave for qualified medical and family reasons	The Family and Medical Leave Act of 1993 (FMLA) is a United States federal law requiring covered employers to provide employees job-protected and unpaid leave for qualified medical and family reasons
Q512	what does the family leave act	D505	Family and Medical Leave Act of 1993	D505-1	Qualified medical and family reasons include: personal or family illness, family military leave, pregnancy , adoption , or the foster care placement of a child.		NO_ANS	NO_ANS
Q513	how did the vietnam war end	D506	Vietnam War	D506-16	The capture of Saigon by the Vietnam People's Army in April 1975 marked the end of the war, and North and South Vietnam were reunified the following year.		The capture of Saigon by the Vietnam People's Army in April 1975 marked the end of the war	The capture of Saigon
Q515	How is the pothole formed	D507	Pothole	D507-1	A pothole (sometimes called a kettle and known in parts of the Western United States as a chuckhole) is a type of disruption in the surface of a roadway where a portion of the road material has broken away, leaving a hole.		a type of disruption in the surface of a roadway where a portion of the road material has broken away, leaving a hole	A pothole (sometimes called a kettle and known in parts of the Western United States as a chuckhole) is a type of disruption in the surface of a roadway where a portion of the road material has broken away, leaving a hole
Q516	how much more time does chemo give to people with renal cancer	D508	Renal cell carcinoma	D508-4	Where the tumor is confined to the renal parenchyma, the 5-year survival rate is 60-70%, but this is lowered considerably where metastases have spread.		NO_ANS	the 5-year survival rate is 60-70%
Q517	what does estee lauder do	D509	EstÃ©e Lauder Companies	D509-0	Estée Lauder Companies, Inc. is a manufacturer and marketer of prestige skincare, makeup, fragrance and hair care products.		a manufacturer and marketer of prestige skincare, makeup, fragrance and hair care products	manufacturer and marketer of prestige skincare, makeup, fragrance and hair care products
Q521	how does a solid state drive work	D513	Solid-state drive	D513-5	It uses an external power supply to make the DRAM non-volatile.		It uses an external power supply to make the DRAM non-volatile	uses an external power supply to make the DRAM non-volatile
Q521	how does a solid state drive work	D513	Solid-state drive	D513-6	A solid-state drive (SSD) (also known as a solid-state disk or electronic disk, though it contains no actual "disk" of any kind) is a data storage device using integrated circuit assemblies as memory to store data persistently .		a data storage device using integrated circuit assemblies as memory to store data persistently	A solid-state drive (SSD) (also known as a solid-state disk or electronic disk, though it contains no actual "disk" of any kind) is a data storage device using integrated circuit assemblies as memory to store data persistently
Q529	how long did the roman empire last	D521	Roman Empire	D521-1	The 500-year-old Roman Republic , which preceded it, had been destabilized through a series of civil wars .		500-year	500-year-old Roman Republic
Q533	how much does U.S. pay on health care per person	D195	Comparison of the health care systems in Canada and the United States	D195-4	In 2006, per-capita spending for health care in Canada was US$3,678; in the U.S., US$6,714.		US$6,714	6,714
Q534	what creates sonic boom	D525	Sonic boom	D525-8	A sonic boom is the sound associated with the shock waves created by an object traveling through the air faster than the speed of sound.		the sound associated with the shock waves created by an object traveling through the air faster than the speed of sound	the sound associated with the shock waves created by an object traveling through the air faster than the speed of sound
Q537	how is rfid tag powered	D528	Radio-frequency identification	D528-5	Some tags are powered and read at short ranges (a few meters) via magnetic fields ( electromagnetic induction ).		at short ranges (a few meters) via magnetic fields ( electromagnetic induction )	Some tags are powered and read at short ranges (a few meters) via magnetic fields ( electromagnetic induction )
Q537	how is rfid tag powered	D528	Radio-frequency identification	D528-6	Others use a local power source such as a battery, or else have no battery but collect energy from the interrogating EM field, and then act as a passive transponder to emit microwaves or UHF radio waves (i.e., electromagnetic radiation at high frequencies).		local power source such as a battery, or else have no battery but collect energy from the interrogating EM field, and then act as a passive transponder to emit microwaves or UHF radio waves (i.e., electromagnetic radiation at high frequencies	Others use a local power source such as a battery, or else have no battery but collect energy from the interrogating EM field, and then act as a passive transponder to emit microwaves or UHF radio waves (i.e., electromagnetic radiation at high frequencies)
Q537	how is rfid tag powered	D528	Radio-frequency identification	D528-7	Battery powered tags may operate at hundreds of meters.		Battery powered	Battery powered tags may operate at hundreds of meters
Q551	what city is oregon state university in	D542	Oregon State University	D542-0	Oregon State University (OSU) is a coeducational , public research university located in Corvallis , Oregon , United States .		Corvallis , Oregon , United States	Corvallis , Oregon
Q556	how long have kanab ambersnail been endangered?	D547	Kanab ambersnail	D547-3	It has been listed as endangered on the United States Fish and Wildlife Service list of endangered species since 8 August 1991.		since 8 August 1991	It has been listed as endangered on the United States Fish and Wildlife Service list of endangered species since 8 August 1991
Q557	how many spanish speaking people are there in the us	D548	Spanish language in the United States	D548-2	According to the 2010 American Community Survey conducted by the U.S. Census Bureau , Spanish is the primary language spoken at home by almost 37 million people aged five or older, a figure more than double that of 1990.		almost 37 million people aged five or older	According to the 2010 American Community Survey conducted by the U.S. Census Bureau , Spanish is the primary language spoken at home by almost 37 million people aged five or older, a figure more than double that of 1990
Q558	what does (sic) mean?	D549	Sic	D549-0	is a Latin word that means "thus" or, in writing, "it was thus in the source material".		thus" or, in writing, "it was thus in the source material"	a Latin word that means "thus" or, in writing, "it was thus in the source material"
Q560	how does sedimentary rock form	D551	Sedimentary rock	D551-1	Sedimentary rocks are types of rock that are formed by the deposition of material at the Earth 's surface and within bodies of water.		by the deposition of material at the Earth 's surface and within bodies of water	formed by the deposition of material at the Earth 's surface and within bodies of water
Q561	how many bones are in the skeletal system is composed of 306 bones	D552	Human skeleton	D552-1	Humans are born with over 270 bones, some of which fuse together into a longitudinal axis, the axial skeleton , to which the appendicular skeleton is attached.		over 270	Humans are born with over 270 bones, some of which fuse together into a longitudinal axis, the axial skeleton , to which the appendicular skeleton is attached
Q562	what did st.patrick do	D553	Saint Patrick	D553-10	He is generally credited with being the first bishop of Armagh , Primate of All Ireland .		the first bishop of Armagh , Primate of All Ireland	credited with being the first bishop of Armagh
Q563	how do you know if something is the golden ratio	D554	Golden ratio	D554-3	In mathematics and the arts , two quantities are in the golden ratio if the ratio of the sum of the quantities to the larger quantity is equal to the ratio of the larger quantity to the smaller one.		two quantities are in the golden ratio if the ratio of the sum of the quantities to the larger quantity is equal to the ratio of the larger quantity to the smaller one	two quantities are in the golden ratio if the ratio of the sum of the quantities to the larger quantity is equal to the ratio of the larger quantity to the smaller one
Q564	What county is NOrth Myrtle Beach in SC	D555	North Myrtle Beach, South Carolina	D555-0	North Myrtle Beach is a coastal resort city in Horry County , South Carolina , United States .		Horry County	Horry County
Q568	how much of our universe does plasma make up	D559	Plasma (physics)	D559-7	In the universe , plasma is the most common state of matter for ordinary matter , most of which is in the rarefied intergalactic plasma (particularly intracluster medium ) and in stars.		NO_ANS	In the universe , plasma is the most common state of matter for ordinary matter , most of which is in the rarefied intergalactic plasma (particularly intracluster medium ) and in stars
Q570	How is a computer used?	D561	Computer	D561-0	A computer is a general purpose device that can be programmed to carry out a finite set of arithmetic or logical operations.		A computer is a general purpose device that can be programmed to carry out a finite set of arithmetic or logical operations	NO_ANS
Q571	what does barefoot and pregnant mean	D562	Barefoot and pregnant	D562-0	"Barefoot and pregnant" is a phrase most commonly associated with the controversial idea that women should not work outside the home and should have many children during their reproductive years.		women should not work outside the home and should have many children during their reproductive years	Barefoot and pregnant" is a phrase most commonly associated with the controversial idea that women should not work outside the home and should have many children during their reproductive years
Q572	what county is oakhurst, nj in	D563	Oakhurst, New Jersey	D563-0	Oakhurst is a census-designated place and unincorporated community within Ocean Township , in Monmouth County , New Jersey , United States.		Monmouth County	Monmouth County
Q574	What did Lawrence Joshua Chamberlain do?	D565	Joshua Chamberlain	D565-0	Joshua Lawrence Chamberlain (September 8, 1828 – February 24, 1914), born as Lawrence Joshua Chamberlain, was an American college professor from the State of Maine , who volunteered during the American Civil War to join the Union Army .		was an American college professor from the State of Maine , who volunteered during the American Civil War to join the Union Army	American college professor from the State of Maine , who volunteered during the American Civil War to join the Union Army
Q575	what circuit court is maryland	D566	Maryland Circuit Courts	D566-0	The Circuit Courts of Maryland are the state trial courts of general jurisdiction in Maryland.		the state trial courts of general jurisdiction in Maryland	NO_ANS
Q577	what causes a deficiency in adenosine deaminase	D568	Adenosine deaminase deficiency	D568-0	Adenosine deaminase deficiency, also called ADA deficiency or ADA-SCID, is an autosomal recessive metabolic disorder that causes immunodeficiency .		NO_ANS	an autosomal recessive metabolic disorder that causes immunodeficiency
Q581	how often does ham station need to ID?	D572	Station identification	D572-3	Station identification used to be done regularly by an announcer at the halfway point during the presentation of a television program, or in between programs.		used to be done regularly by an announcer at the halfway point during the presentation of a television program, or in between programs	NO_ANS
Q582	how is human height measured	D573	Human height	D573-0	Human height is the distance from the bottom of the feet to the top of the head in a human body , standing erect.		from the bottom of the feet to the top of the head	Human height is the distance from the bottom of the feet to the top of the head in a human body , standing erect
Q583	how many days are in a leap year	D574	Leap year	D574-4	For example, in the Gregorian calendar (a common solar calendar), February in a leap year has 29 days instead of the usual 28, so the year lasts 366 days instead of the usual 365.		366	366 days
Q587	what does a timing belt do	D577	Timing belt	D577-2	Timing belt (camshaft) , a toothed belt used to drive the camshaft(s) within an internal combustion engine		a toothed belt used to drive the camshaft(s) within an internal combustion engine	a toothed belt used to drive the camshaft(s) within an internal combustion engine
Q597	what county is bethlehem pa in	D586	Bethlehem, Pennsylvania	D586-0	Bethlehem is a city in Lehigh and Northampton Counties in the Lehigh Valley region of eastern Pennsylvania , in the United States.		Lehigh and Northampton Counties	Lehigh and Northampton Counties
Q598	what countries legalize marijuana	D587	Legality of cannabis	D587-3	Furthermore, possession is legal or effectively legal in the Netherlands , North Korea and would be in the U.S. states of Colorado and Washington if it were not for federal law, which governs persons in all states.		Netherlands , North Korea and would be in the U.S. states of Colorado and Washington	Netherlands , North Korea
Q603	how many albums has dmx sold to this date	D592	DMX (rapper)	D592-6	DMX has sold over 30 million records worldwide, making him one of the best-selling hip-hop artists of all time.		over 30 million	30 million records worldwide
Q604	what channel is shopnbc on	D593	ShopNBC	D593-0	ShopNBC is an American broadcast and cable home shopping network, owned and operated by ValueVision Media , which is in turn 30% owned by GE Equity and NBC Universal .		NO_ANS	NO_ANS
Q606	how post and lintels are used	D595	Post and lintel	D595-1	Post and lintel, "prop and lintel" or "trabeated" is a simple construction method using a lintel , header, or architrave as the horizontal member over a building void supported at its ends by two vertical columns , , or .		a simple construction method using a lintel , header, or architrave as the horizontal member over a building void supported at its ends by two vertical columns	NO_ANS
Q610	what do mucous membranes secrete	D599	Mucous membrane	D599-3	The sticky, thick fluid secreted by the mucous membranes and glands is termed mucus .		mucus	mucus
Q611	what company is cricket wireless by	D600	Cricket Wireless	D600-1	The company is a subsidiary of Leap Wireless , utilizing its CDMA 1X, 1xEV-DO and LTE networks.		a subsidiary of Leap Wireless	subsidiary of Leap Wireless
Q615	how many numbers on a credit card	D270	Bank card number	D270-6	An ISO/IEC 7812 card number is typically 16 digits in length, and consists of:		16	6 digits in length
Q616	what county is Cambria WI in	D604	Cambria, Wisconsin	D604-0	Cambria is a village in Columbia County , Wisconsin , United States .		Columbia County	Columbia County
Q617	how is public policy created	D605	Public policy	D605-0	Public policy is the principled guide to action taken by the administrative executive branches of the state with regard to a class of issues in a manner consistent with law and institutional customs .		Public policy is the principled guide to action taken by the administrative executive branches of the state with regard to a class of issues in a manner consistent with law and institutional customs	Public policy is the principled guide to action taken by the administrative executive branches of the state with regard to a class of issues in a manner consistent with law and institutional customs
Q619	how many wives did henry the 8th have	D607	Henry VIII of England	D607-3	Besides his six marriages, Henry VIII is known for his role in the separation of the Church of England from the Roman Catholic Church.		six	six
Q620	what country are bongo drums from?	D608	Bongo drum	D608-0	Bongos (Spanish: bongó) are an Afro-Cuban percussion instrument .		Afro-Cuban	Bongos (Spanish: bongó) are an Afro-Cuban percussion instrument
Q621	how many books in bible	D339	Books of the Bible	D339-1	Christian Bibles range from the sixty-six books of the Protestant canon to the eighty-one books of the Ethiopian Orthodox Tewahedo Church canon.		sixty-six books of the Protestant canon to the eighty-one books of the Ethiopian Orthodox Tewahedo Church canon	Christian Bibles range from the sixty-six books of the Protestant canon to the eighty-one books of the Ethiopian Orthodox Tewahedo Church canon
Q622	HOW MANY STRIPES ARE ON THE AMERICAN FLAG	D129	Flag of the United States	D129-0	The national flag of the United States of America , often simply referred to as the American flag, consists of thirteen equal horizontal stripes of red (top and bottom) alternating with white, with a blue rectangle in the canton (referred to specifically as the "union") bearing fifty small, white, five-pointed stars arranged in nine offset horizontal rows of six stars (top and bottom) alternating with rows of five stars.		thirteen	thirteen
Q622	HOW MANY STRIPES ARE ON THE AMERICAN FLAG	D129	Flag of the United States	D129-1	The 50 stars on the flag represent the 50 states of the United States of America and the 13 stripes represent the thirteen British colonies that declared independence from the Kingdom of Great Britain and became the first states in the Union.		13	13 stripes
Q625	what do biologists do	D611	Biologist	D611-0	A biologist is a scientist who studies living organisms and their relationship to their environment.		a scientist who studies living organisms and their relationship to their environment	studies living organisms and their relationship to their environment
Q626	what does base jumping stand for	D612	BASE jumping	D612-1	BASE jumping, also sometimes written as B.A.S.E. jumping, is an activity where participants jump from fixed objects and use a parachute to break their fall.		an activity where participants jump from fixed objects and use a parachute to break their fall	activity where participants jump from fixed objects and use a parachute to break their fall
Q626	what does base jumping stand for	D612	BASE jumping	D612-2	"BASE" is an acronym that stands for four categories of fixed objects from which one can jump: buildings , antennas , spans ( bridges ), and earth ( cliffs ).		four categories of fixed objects from which one can jump: buildings , antennas , spans ( bridges ), and earth ( cliffs )	BASE" is an acronym that stands for four categories of fixed objects from which one can jump: buildings , antennas , spans ( bridges ), and earth ( cliffs )
Q631	What country is the largest stalagmite	D617	Stalagmite	D617-12	The largest stalagmite in the world is high and is located in the cave of Cueva Martin Infierno, Cuba.		Cuba	Cuba
Q633	what does Gringo mean	D619	Gringo	D619-0	Gringo (, , ) is a slang Spanish and Portuguese word used in Ibero-America , to denote foreigners, often from the United States .		a slang Spanish and Portuguese word used in Ibero-America , to denote foreigners, often from the United States	slang Spanish and Portuguese word used in Ibero-America , to denote foreigners, often from the United States
Q633	what does Gringo mean	D619	Gringo	D619-1	The term can be applied to someone who is actually a foreigner, or it can denote a strong association or assimilation into foreign (particularly US) society and culture.		to someone who is actually a foreigner, or it can denote a strong association or assimilation into foreign (particularly US) society and culture	The term can be applied to someone who is actually a foreigner, or it can denote a strong association or assimilation into foreign (particularly US) society and culture
Q638	what does hair testing show	D403	Drug test	D403-0	A drug test is a technical analysis of a biological specimen – for example urine, hair, blood, sweat, or oral fluid / saliva – to determine the presence or absence of specified parent drugs or their metabolites .		to determine the presence or absence of specified parent drugs or their metabolites	presence or absence of specified parent drugs or their metabolites
Q639	what does freedom of speech cover	D624	Freedom of speech	D624-0	Freedom of speech is the political right to communicate one's opinions and ideas using one's body and property to anyone who is willing to receive them.		the political right to communicate one's opinions and ideas using one's body and property to anyone who is willing to receive them	the political right to communicate one's opinions and ideas using one's body and property to anyone who is willing to receive them
Q644	what hormones produce thyroid	D629	Thyroid hormone	D629-0	The thyroid hormones, triiodothyronine (T3) and thyroxine (T4), are tyrosine -based hormones produced by the thyroid gland that are primarily responsible for regulation of metabolism.		thyroid hormones	triiodothyronine (T3) and thyroxine (T4), are tyrosine -based hormones
